budget,genres,keywords,original language,popularity,production company,release date,revenue,runtime,title,vote average,vote count
47000000,"Drama,,,,,","paris,prostitute,loss of lover,amnesia,bodily disabled person,world war i,wheelchair,brittany,lighthouse,verdun,lighthouse keeper   ,teenage crush",fr,23.05451,"Gerber Pictures,2003 Productions,TF1 Films Production,Canal+,Warner Bros.,R\u00e9gion Ile-de-France,Tapioca Films,Centre National de la Cin\u00e9matographie (CNC),R\u00e9gion Bretagne,R\u00e9gion Poitou-Charentes",10/26/04,0,133,A Very Long Engagement,7.1,346
2000000,"Drama,Romance,,,,","sexual obsession,hotel,depression,loss of mother,small town,flirt,midlife crisis,eroticism,youngster,lolita,motel,diary",en,23.962109,"Seven Arts Productions,Allied Artists,Transworld Pictures,,,,,,,",6/13/62,9250000,153,Lolita,7.3,395
55000000,"Action,Thriller,,,,","alcoholism,serial killer,hospital,police officer,detox,,,,,,,",en,12.669778,"Universal Pictures,,,,,,,,,",1/4/02,6416302,96,D-Tox,5.3,123
54000000,"Fantasy,Horror,Action,Thriller,,","katana,mutation,vampire,silver,superhero,tragic villain,broken neck,lasersight,violence,exploding body,blade,subjective camera",en,67.169587,"New Line Cinema,Amen Ra Films,Milk & Honey,Imaginary Forces,Justin Pictures,Linovo Productions GmbH & Co. KG,Pacific Title and Art Studio,Marvel Enterprises,,",3/22/02,155010032,117,Blade II,6.2,1528
55000000,"Drama,,,,,","vegetarian,tax collector,pianist,blind,organ transplant,blood type,,,,,,",en,41.472404,"Columbia Pictures,Escape Artists,Relativity Media,Overbrook Entertainment,,,,,,",12/18/08,168167691,123,Seven Pounds,7.5,2039
55000000,"Action,Crime,Thriller,,,",",,,,,,,,,,,",en,22.503935,"Dark Castle Entertainment,After Dark Films,IM Global,Automatik Entertainment,Silver Reel,EMJAG Productions,Millar Gough Ink,Headshot Films,,",1/31/13,9489829,92,Bullet to the Head,5.2,481
54000000,"Crime,Drama,Thriller,,,","italy,christianity,new york,assassination,italo-american,vatican,pope,confession,helicopter,daughter,lawyer,",en,59.194915,"Paramount Pictures,,,,,,,,,",12/24/90,136766062,162,The Godfather: Part III,7.1,1546
57000000,"Comedy,Drama,Romance,,,","suicide,hotel room,suicide attempt,new love,funeral,airplane,lovers,falling in love,,,,",en,22.894898,"Paramount Pictures,Cruise/Wagner Productions,Vinyl Films,KMP Film Invest,,,,,,",10/6/05,52034889,123,Elizabethtown,6.1,327
54000000,"Comedy,Romance,,,,","roommate,love of one's life,newlywed,,,,,,,,,",en,18.600367,"Universal Pictures,Kaplan/Perrone Entertainment,MMCB Film Produktion 2004,,,,,,,",7/14/06,130431368,108,"You, Me and Dupree",5.4,407
54000000,"Action,Adventure,Fantasy,Science Fiction,,","saving the world,dc comics,sequel,superhero,based on comic book,loss of virginity,criminal,super powers,phantom zone,rocket fired grenade,crystal machine,superhuman strength",en,30.515175,"Warner Bros.,Dovemead Films,Film Export A.G.,,,,,,,",12/4/80,190458706,127,Superman II,6.5,629
54000000,"Drama,,,,,","new york,mentally disabled,kidnapping,blackmail,mission of murder,lovers,lesbian,mobster,,,,",en,9.053456,"City Light Films,Revolution Studios,Casey Silver Productions,,,,,,,",8/1/03,7266209,121,Gigli,3.5,104
55000000,"Drama,Thriller,,,,","corruption,journalist,based on novel,blackmail,manipulation,bodyguard,louisiana,scandal,power,governor,politics,tragedy",en,7.768223,"Columbia Pictures Corporation,Rising Star,Relativity Media,Phoenix Pictures,VIP 4 Medienfonds,,,,,",9/10/06,9450897,125,All the King's Men,5.7,95
46000000,"Action,Adventure,Crime,Thriller,,","corruption,black people,italo-american,brother sister relationship,drug dealer,revenge,murder,violence,drug,police officer,xenophobia,",en,19.643365,"Paramount Pictures,Scott Rudin Productions,,,,,,,,",6/15/00,107196498,99,Shaft,5.5,308
53000000,"Animation,Family,,,,","tzar,musical,russian revolution,train explosion,foreign language adaptation,exploding train,,,,,,",en,45.565918,"Twentieth Century Fox Film Corporation,Fox Animation Studios,Fox Family Films,The Big Gun Project,Little Wolf Entertainment,,,,,",11/20/97,139804348,94,Anastasia,7.4,1432
52500000,"Drama,Music,Romance,,,","duke,musical,writer's block,music,terminal illness,writer,no opening credits,moulin rouge,bohemian,toulouse lautrec,red curtain,cancan dance",en,57.374341,"Bazmark Films,Twentieth Century Fox Film Corporation,,,,,,,,",3/9/01,179213434,127,Moulin Rouge!,7.4,1300
75000000,"Mystery,Thriller,Crime,,,","menace,adoption,dangerous,adoptive father,threat to death,step father,murder,divorce,ex-wife,child,murder hunt,",en,8.41856,"Paramount Pictures,,,,,,,,,",10/30/01,54249294,89,Domestic Disturbance,5.4,113
53000000,"Crime,Drama,,,,","boston,based on true story,organized crime,,,,,,,,,",en,46.049902,"Infinitum Nihil,Head Gear Films,Cross Creek Pictures,Free State Pictures,RatPac-Dune Entertainment,Le Grisbi Productions,Vendian Entertainment,,,",9/4/15,98837872,122,Black Mass,6.3,1242
90000000,"War,Drama,History,,,","world war ii,dying and death,pacific,iwo jima,aftercreditsstinger,duringcreditsstinger,,,,,,",en,23.9366,"DreamWorks SKG,Amblin Entertainment,Malpaso Productions,Warner Bros.,,,,,,",10/18/06,65900249,132,Flags of Our Fathers,6.7,526
53000000,"Drama,Crime,Thriller,,,","tattoo,secret passage,baseball bat,deal,explosion,justice,district attorney,courtroom,vigilantism,,,",en,49.593978,"Film Department,: ,: ,,,,,,,",10/15/09,126690726,109,Law Abiding Citizen,7.2,1486
67000000,"Thriller,Action,Horror,,,","exploitation,slasher,zombie,killer,,,,,,,,",en,16.637642,"Big Talk Productions,Yer Dead Productions,Weinstein Company,: ,: ,: ,: ,: ,,",4/6/07,25037897,191,Grindhouse,6.8,459
0,"Drama,Thriller,,,,",",,,,,,,,,,,",en,1.453765,"Harpo Films,Touchstone Pictures,,,,,,,,",10/16/98,0,172,Beloved,5.9,26
0,"Drama,Romance,,,,","poker,sport,las vegas,,,,,,,,,",en,6.162872,"Village Roadshow Pictures,Lonely Film Productions GmbH & Co. KG.,Deuce Three Productions,DiNovi Pictures,Warner Bros.,,,,,",5/1/07,5761917,124,Lucky You,5.4,81
52000000,"Drama,Crime,,,,","con man,biography,fbi agent,overhead camera shot,attempted jailbreak,engagement party,mislaid trust,bank fraud,inspired by a true story,,,",en,73.944049,"Kemp Company,Splendid Pictures,Parkes/MacDonald Productions,,,,,,,",12/25/02,352114312,141,Catch Me If You Can,7.7,3795
40000000,"Thriller,Drama,History,,,","assassination,cia,hotel,terrorist,prisoner,car dealer,mossad,van,iraq,pakistan,osama bin laden,man hunt",en,38.306954,"Columbia Pictures,Annapurna Pictures,First Light Production,,,,,,,",12/19/12,132820716,157,Zero Dark Thirty,6.7,1702
52000000,"Romance,Comedy,,,,","bowling,chicago,american football,flat,baseball,new love,tour guide,break-up,art gallery,argument,pool table,watching tv",en,26.251217,"Universal Pictures,Mosaic Media Group,Wild West Picture Show Productions,,,,,,,",6/1/06,204999686,106,The Break-Up,5.6,832
52000000,"Comedy,Romance,,,,","single parent,greece,musical,daughter,single,mother daughter relationship,duringcreditsstinger,woman director,,,,",en,30.780599,"Universal Pictures,Internationale Filmproduktion Richter,Playtone,Relativity Media,Littlestar,,,,,",7/3/08,609841637,108,Mamma Mia!,6.4,1386
52000000,"Comedy,Romance,,,,","flower,married couple,florist,kiss,single,valentine,valentine's day,multiple storylines,aftercreditsstinger,duringcreditsstinger,,",en,25.41929,"New Line Cinema,Karz Entertainment,Rice Films,,,,,,,",2/10/10,216485654,125,Valentine's Day,5.7,1013
50000000,"Action,Adventure,Comedy,,,","sheriff,farm,bikini,redneck,moonshine,,,,,,,",en,15.98212,"Village Roadshow Pictures,Gerber Pictures,Warner Bros.,WV Films III,,,,,,",8/5/05,110803676,104,The Dukes of Hazzard,5.1,316
52000000,"Drama,History,War,,,","based on novel,japanese,world war ii,battle assignment,invasion,marine corps,u.s. army,commander,pacific,rifle,survival,jungle",en,40.072583,"Fox 2000 Pictures,Phoenix Pictures,Geisler-Roberdeau,,,,,,,",12/25/98,98126565,170,The Thin Red Line,7.2,771
52000000,"Comedy,,,,,","jealousy,chance,wish,change,man change,co-worker,body-swap,,,,,",en,32.015477,"Universal Pictures,Original Film,Relativity Media,Big Kid Pictures,,,,,,",8/5/11,75450437,112,The Change-Up,5.9,736
82000000,"Comedy,Drama,Romance,,,","show business,comedian,wrestling,,,,,,,,,",en,24.444186,"Mutual Film Company,,,,,,,,,",12/22/99,47434430,118,Man on the Moon,6.9,435
52000000,"Drama,Crime,,,,","poker,drug abuse,1970s,overdose,illegal prostitution,,,,,,,",en,40.06688,"Universal Pictures,L\u00e9gende Entreprises,Syalis DA,De Fina-Cappa,,,,,,",11/22/95,116112375,178,Casino,7.8,1307
52000000,"Action,Crime,Thriller,,,","paris,cia,undercover,explosive,pimp,ambassador,anti hero,revelation,french,politician,firearm,deception",en,27.916284,"Apipoula\u00ef,M6 Films,Canal+,TPS Star,Grive Productions,EuropaCorp,M6,W9,,",2/5/10,52826594,92,From Paris with Love,6.1,675
52000000,"Action,Comedy,Fantasy,,,","monk,homeless person,injection,fall,knife fight,scroll,the force,,,,,",en,15.20707,"Metro-Goldwyn-Mayer (MGM),,,,,,,,,",3/28/03,0,104,Bulletproof Monk,5.1,278
51000000,"Comedy,,,,,","schizophrenia,ex-cop,aftercreditsstinger,duringcreditsstinger,,,,,,,,",en,39.001682,"Twentieth Century Fox Film Corporation,Conundrum Entertainment,,,,,,,,",6/22/00,149270999,116,"Me, Myself & Irene",6.1,927
51000000,"Animation,Comedy,Family,,,","peasant,farm,cow,cojote,family,,,,,,,",en,10.430832,"Paramount Pictures,Nickelodeon Movies,Paramount Animation,,,,,,,",8/4/06,72779000,90,Barnyard,5.3,225
0,"Comedy,Family,,,,","holiday,massachusetts,neighbor,christmas,,,,,,,,",en,5.952527,"Regency Enterprises,New Regency Pictures,Corduroy Films,All Lit Up Productions,,,,,,",11/22/06,47231070,93,Deck the Halls,5.1,109
50000000,"Adventure,Fantasy,Drama,Romance,,","moon,cinema,vampire,werewolf,fang vamp,,,,,,,",en,94.815867,"Summit Entertainment,Maverick Films,Imprint Entertainment,Sunswept Entertainment,Temple Hill Entertainment,,,,,",3/15/09,709827462,130,The Twilight Saga: New Moon,5.6,2436
60000000,"Adventure,Animation,Comedy,Family,Fantasy,","magic,liberation,lordship,castle,robin hood,enchantment,fairy-tale figure,princess,parody,woman director,ogre,",en,67.298732,"DreamWorks SKG,Pacific Data Images (PDI),DreamWorks Animation,,,,,,,",5/16/01,484409218,90,Shrek,7.3,4056
50200000,"Science Fiction,Thriller,Romance,,,","hotel,dancer,hat,senator,future,honesty,plan,kiss,speech,marriage,politician,alone",en,26.60772,"Universal Pictures,Media Rights Capital,Gambit Pictures,Electric Shepherd Productions,,,,,,",3/3/11,127869379,106,The Adjustment Bureau,6.5,1652
48000000,"Adventure,,,,,","england,crusade,mercifulness,robin hood,folk hero,,,,,,,",en,28.803729,"Warner Bros.,Morgan Creek Productions,,,,,,,,",6/14/91,390493908,143,Robin Hood: Prince of Thieves,6.6,909
50000000,"Comedy,Drama,Romance,,,","stadium,career,sport,sports agent,,,,,,,,",en,27.039636,"Gracie Films,TriStar Pictures,,,,,,,,",12/6/96,273552592,139,Jerry Maguire,6.7,913
50000000,"Comedy,Fantasy,,,,","friendship,love,teddy bear,toy comes to life,wishes come true,,,,,,,",en,68.87691,"Universal Pictures,Media Rights Capital,Fuzzy Door Productions,,,,,,,",6/29/12,549368315,106,Ted,6.3,4697
50000000,"Comedy,Romance,,,,","single parent,waitress,lone wolf,friendship,neighbor,author,cowardliness,writer,dog,rude,obnoxious,unlikely friendship",en,37.885022,"Gracie Films,TriStar Pictures,,,,,,,,",12/19/97,314178011,139,As Good as It Gets,7.2,915
50000000,"Comedy,Drama,,,,","nurse,hospital,doctor,laughter,,,,,,,,",en,35.537397,"Universal Pictures,Bungalow 78 Productions,Blue Wolf,Farrell/Minoff,,,,,,",12/25/98,202292902,115,Patch Adams,7,832
50000000,"Comedy,,,,,","journalism,mustache,tv news,newsroom,gang warfare,aftercreditsstinger,news spoof,tv news anchor,,,,",en,38.125008,"Paramount Pictures,Gary Sanchez Productions,Apatow Productions,,,,,,,",12/18/13,173649015,119,Anchorman 2: The Legend Continues,6,923
50000000,"Comedy,Romance,,,,","love letter,new hampshire,ferrari,liar,city country contrast,inheritance,billionaire,new york city,kindness,fable,apple tree,corporate take over",en,18.121404,"New Line Cinema,Columbia Pictures Corporation,Out of the Blue... Entertainment,Happy Madison Productions,,,,,,",6/28/02,171269535,96,Mr. Deeds,5.6,644
50000000,"Thriller,Science Fiction,Mystery,,,","1970s,secret,alien,train crash,pistol,firecracker,duringcreditsstinger,,,,,",en,37.069253,"Paramount Pictures,Amblin Entertainment,Bad Robot,K/O Camera Toys,,,,,,",6/8/11,260095987,112,Super 8,6.6,2435
52000000,"Drama,,,,,","biography,based on true story,single mother,water pollution,environmental law,,,,,,,",en,30.347332,"Jersey Films,,,,,,,,,",3/17/00,256271286,131,Erin Brockovich,7.1,716
50000000,"Comedy,Romance,,,,","new york,bet,journalist,therapist,advertising expert,relationship,,,,,,",en,23.854701,"Paramount Pictures,,,,,,,,,",2/7/03,177371441,116,How to Lose a Guy in 10 Days,6.3,850
50000000,"Crime,Comedy,Action,,,","high school,undercover cop,buddy comedy,aftercreditsstinger,duringcreditsstinger,,,,,,,",en,52.380982,"Columbia Pictures,Original Film,Media Rights Capital,Metro-Goldwyn-Mayer (MGM),Cannell Studios,LStar Capital,33andOut Productions,JHF Productions,,",6/5/14,188441614,112,22 Jump Street,7,3319
60000000,"Horror,Romance,,,,","paris,san francisco,vampire,plantation,pity,bite,fang vamp,,,,,",en,50.163785,"Geffen Pictures,,,,,,,,,",11/11/94,223664608,123,Interview with the Vampire,7.2,1516
70000000,"Comedy,,,,,","bungee-jump,scooter,,,,,,,,,,",en,43.849351,"Village Roadshow Pictures,The Zanuck Company,Heyday films,Warner Bros.,,,,,,",12/9/08,225990978,104,Yes Man,6.4,1813
50000000,"Action,Comedy,,,,","spy,cia,espionage,high school reunion,reference to facebook,accountant,,,,,,",en,45.318703,"New Line Cinema,Universal Pictures,Bluegrass Films,Principato-Young Entertainment,,,,,,",6/15/16,216972543,107,Central Intelligence,6.2,1650
0,"Drama,Romance,,,,","divorce,rebellious daughter,freeze frame,custody,school play,photo shoot,,,,,,",en,16.368283,"Columbia Pictures,1492 Pictures,,,,,,,,",12/25/98,0,124,Stepmom,6.9,277
50000000,"Comedy,,,,,","daddys home,,,,,,,,,,,",en,38.616744,"Paramount Pictures,Gary Sanchez Productions,Red Granite Pictures,,,,,,,",12/25/15,242786137,96,Daddy's Home,5.8,854
50000000,"Fantasy,Comedy,Music,,,","witch,cinderella,prince,fairy tale,musical,princess,sondheim,curse,based on stage musical,beanstalk,duringcreditsstinger,red riding hood",en,65.90161,"Walt Disney Pictures,Marc Platt Productions,Lucamar Productions,,,,,,,",12/25/14,212902372,125,Into the Woods,5.6,1652
45000000,"Crime,Drama,Thriller,,,","bank manager,kidnapping,nazi background,document,ultimatum,court case,heist,financial transactions,,,,",en,45.220386,"Imagine Entertainment,Universal Pictures,40 Acres & A Mule Filmworks,,,,,,,",3/23/06,184376254,129,Inside Man,7.3,1630
90000000,"Drama,Action,Thriller,Crime,,","new york,heroin,money,criminal,,,,,,,,",en,17.457947,"Paramount Pictures,Icon Entertainment International,,,,,,,,",2/5/99,161626121,100,Payback,6.7,548
50000000,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller","gorilla,kongo,diamond mine,diamond,,,,,,,,",en,10.755847,"Paramount Pictures,Kennedy/Marshall Company,,,,,,,,",6/9/95,152022101,109,Congo,5,213
50000000,"Drama,Comedy,Family,,,","zoo,,,,,,,,,,,",en,38.629763,"Twentieth Century Fox Film Corporation,Dune Entertainment,Vinyl Films,LBI Entertainment,,,,,,",12/22/11,120081841,124,We Bought a Zoo,6.5,909
50000000,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller","cataclysm,code,suspense,end of the world,time capsule,astrophysicist,grieving widower,lexington massachusetts,westford massachusetts,prediction,researcher,numbers",en,32.693093,"Summit Entertainment,Mystery Clock Cinema,Escape Artists,Goldcrest Pictures,Kaplan/Perrone Entertainment,Wintergreen Productions,,,,",3/19/09,155446362,121,Knowing,5.9,1486
50000000,"Comedy,,,,,","hotel mom,romantic comedy,lying,living with parents,pretend relationship,,,,,,,",en,18.806031,"Paramount Pictures,Scott Rudin Productions,Failure to Launch Productions,,,,,,,",3/10/06,88715192,97,Failure to Launch,5.5,399
50000000,"Drama,Horror,Thriller,,,","nun,based on novel,bath tub,nightmare,son,sequel,remake,vision,good vs evil,woman reporter,mental institution,videotape",en,32.233713,"DreamWorks,BenderSpink,Parkes+MacDonald Image Nation,,,,,,,",3/17/05,161451538,110,The Ring Two,5.4,632
50000000,"Comedy,Drama,Romance,,,","soulmates,midlife crisis,marriage crisis,womanizer,law school,crazy,relationship,,,,,",en,37.990705,"Warner Bros.,,,,,,,,,",7/29/11,142851197,118,"Crazy, Stupid, Love.",7,2443
50000000,"Animation,Comedy,Family,,,","competition,moderator,lasagne,garfield,,,,,,,,",en,17.667826,"Twentieth Century Fox Film Corporation,Davis Entertainment,Twentieth Century Fox Animation,,,,,,,",6/10/04,200804534,80,Garfield,5.2,820
60000000,"Comedy,Family,,,,","holiday,christmas,,,,,,,,,,",en,9.225166,"Columbia Pictures,1492 Pictures,Revolution Studios,,,,,,,",11/24/04,0,99,Christmas with the Kranks,5.2,193
50000000,"Drama,,,,,","underdog,based on novel,baseball,teamwork,sport,partner,meeting,oakland california,strategy,voice over,statistics,",en,46.180421,"Columbia Pictures,Scott Rudin Productions,,,,,,,,",9/22/11,110206216,133,Moneyball,7,1381
50000000,"Action,Drama,Science Fiction,Thriller,,","river,general,research,army,serum,monkey,epidemic,medical research,,,,",en,30.397496,"Kopelson Entertainment,Punch Productions,Warner Bros.,Arnold Kopelson Productions,,,,,,",3/10/95,189859560,127,Outbreak,6.3,513
50000000,"Action,Thriller,Mystery,,,","airplane,conspiracy,airplane crash,cell phone,hijack,one night,mystery killer,,,,,",en,83.295796,"StudioCanal,Silver Pictures,TF1 Films Production,Canal+,Anton Capital Entertainment (ACE),TF1,LOVEFiLM International,,,",1/26/14,222809600,106,Non-Stop,6.8,2268
50000000,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action","spacecraft,laser,teleportation,telekinesis,alien,military,duringcreditsstinger,supernatural power,mountain,,,",en,23.935053,"Walt Disney Pictures,Gunn Films,,,,,,,,",3/12/09,106303988,98,Race to Witch Mountain,5.5,509
